User_ID,Recent_Activities,Purchase_History,Account_Type,Money_on_Account,Services_Taken,Age,Monthly_Income,Credit_Score,Number_of_Dependents,Education_Level,Gender
96,8,5,Checking,504.6494996943791,Online Bill Payment,35,6056.590949721141,640,2,Bachelor's Degree,Male
97,8,4,Savings,2524.2052409818166,Real Estate Financing Consultation,55,2370.9278759728054,736,1,High School,Male
98,8,4,Checking,2733.701624313951,Overdraft Protection,28,9859.863455476763,774,4,High School,Female
99,4,4,Savings,2249.3746282862144,Green Banking Initiatives,54,7096.170934989318,555,2,High School,Male
100,8,1,Savings,943.3357446934142,Travel Insurance,35,2631.389260788537,608,4,Ph.D.,Male
101,7,3,Savings,1468.2757391501975,Mobile Wallets,26,7723.33237642133,500,1,Ph.D.,Female
102,5,4,Savings,870.4417190030961,Foreign Currency Accounts,40,3367.884751557587,600,2,High School,Female
103,6,5,Checking,4685.18153154779,Wire Transfers,52,8609.027673614935,601,4,High School,Male
104,9,4,Savings,1141.413901497427,Business Accounts,64,7608.093201878916,308,0,Master's Degree,Female
105,3,5,Savings,2097.9849217822493,Personal Financial Management Tools,50,5823.431052541331,714,1,Master's Degree,Female
106,7,2,Savings,2873.2203374960013,Charitable Giving Accounts,31,6698.010601738774,680,2,Ph.D.,Male
107,2,3,Savings,2455.404554550292,Checking Account,34,7881.881789292698,491,1,High School,Female
108,8,1,Checking,2152.8323330794997,Ethical Investing Solutions,33,2940.93302561837,414,2,Bachelor's Degree,Female
109,9,3,Savings,4433.041581325106,Business Accounts,22,2742.8854047667965,666,4,High School,Male
110,6,3,Checking,2512.1462987344025,Business Loans,24,2841.7209657243357,820,0,Ph.D.,Female
111,4,1,Savings,3349.7776833092394,Customer Rewards Programs,18,7320.6272180232645,304,0,Ph.D.,Female
112,6,5,Checking,2219.7479881327217,Green Banking Initiatives,64,9691.55777836901,663,1,Bachelor's Degree,Male
113,8,2,Checking,3129.494250886781,Escrow Services,22,6402.1667573424675,710,2,Ph.D.,Male
114,2,3,Savings,3130.155806014779,Mobile Wallets,40,9051.659640339276,412,1,Master's Degree,Female
115,7,1,Savings,4776.096269453875,Financial Advisory,22,7681.33277390522,638,3,High School,Male
116,2,1,Checking,4388.466865996024,Virtual Account Management,31,4455.740689734541,661,0,Bachelor's Degree,Male
117,2,3,Savings,4977.563261862231,Real Estate Financing Consultation,31,6637.642435604115,643,0,High School,Male
118,9,5,Checking,2107.095951358045,Trust and Estate Planning Services,49,8622.842783519834,362,1,Ph.D.,Male
119,7,1,Checking,2769.1093542328285,Internet Banking,41,5540.720220471183,323,1,High School,Female
120,1,1,Checking,2540.00043226038,Automated Investment Services (Robo-Advisors),40,7030.410151014106,478,0,Master's Degree,Female
121,1,1,Checking,4382.375683582691,Cryptocurrency Services,19,2228.437754718957,514,0,Bachelor's Degree,Male
122,9,4,Checking,861.7224781024788,Health Savings Accounts,45,2206.9969374218285,372,4,High School,Male
123,8,4,Checking,2773.39883405454,Financial Workshops and Seminars,33,9625.107851462302,653,1,Master's Degree,Male
124,7,5,Savings,2095.9224395466867,Currency Exchange,18,8846.58036979676,589,2,High School,Male
125,5,3,Checking,2238.0583551281193,Remote Deposit Capture,39,6642.264074544602,647,0,High School,Male
126,10,5,Checking,2289.4215997707092,Lines of Credit,62,2721.8808785647107,692,2,High School,Female
127,6,3,Checking,625.0279463963566,Electronic Funds Transfer,44,6370.968881996549,787,3,Ph.D.,Female
128,1,3,Savings,4445.354801012259,Trust and Estate Planning Services,52,2185.8688941027094,369,3,Ph.D.,Male
129,5,4,Checking,3437.6149359000588,Peer-to-Peer (P2P) Payments,22,2147.4477105415135,633,2,Ph.D.,Male
130,6,1,Checking,1700.275671632058,Charitable Giving Accounts,24,8272.318060127907,308,1,High School,Male
131,3,1,Savings,3979.9711290023906,Documentary Collections,29,8956.452185971775,689,1,Master's Degree,Female
132,3,4,Savings,2496.4138296187202,Student Loans,34,8282.863882623387,644,4,Ph.D.,Male
133,8,4,Savings,1524.0679062152756,Health Savings Accounts,40,9102.462688561485,670,4,Bachelor's Degree,Male
134,10,4,Savings,3768.5307717987444,Mobile Banking,29,4172.336477577318,833,1,Bachelor's Degree,Female
135,3,4,Checking,541.9267896135688,Student Checking Accounts,23,4090.041077724563,839,3,Bachelor's Degree,Male
136,1,4,Checking,2232.2644148036516,Business Accounts,55,3184.9814246958485,808,4,Master's Degree,Male
137,5,2,Savings,983.1610326905934,Student Loans,31,9352.700972289575,590,1,High School,Male
138,2,5,Savings,859.7349828205178,Business Loans,51,3609.6981707292407,743,4,Bachelor's Degree,Female
139,6,5,Checking,1208.0947360733435,Escrow Services,29,2858.111279685616,313,1,Ph.D.,Male
140,1,5,Checking,2289.874927487889,Certificate of Deposit (CD),59,5154.110036295108,337,3,Ph.D.,Male
141,8,3,Checking,3884.3649556367664,Student Loans,23,5305.469923498298,563,4,Master's Degree,Female
142,2,5,Checking,2833.141468895719,Customer Rewards Programs,19,8181.366238630267,733,2,Bachelor's Degree,Female
143,3,4,Checking,4685.458905465635,Charitable Giving Accounts,23,8695.639580463056,342,3,High School,Male
144,1,1,Checking,4700.4040080709,Notary Services,59,4838.703522255077,507,1,Ph.D.,Male
145,1,1,Savings,1261.601293934551,Trust and Estate Planning Services,38,8635.237913954123,607,3,High School,Male
146,2,3,Checking,1947.1874765877517,Online Bill Payment,21,6397.857648314636,334,3,High School,Female
147,4,2,Savings,2706.622370439421,Debt Consolidation Loans,63,5787.338647678177,680,1,Ph.D.,Male
148,3,1,Checking,2225.8445189815143,Personal Financial Management Tools,59,5649.796927533034,337,3,Master's Degree,Male
149,4,2,Checking,4622.614375933095,Brokerage Account,28,3546.197797062542,642,2,Ph.D.,Female
150,9,2,Savings,4733.483098130123,Internet Banking,34,6715.433850781191,722,2,Ph.D.,Female
151,4,3,Checking,2089.0325809607566,Home Equity Lines of Credit (HELOC),51,8301.956285599084,340,1,High School,Male
152,2,2,Checking,1244.0306755018933,Remote Deposit Capture,46,4629.530147856856,381,4,Ph.D.,Female
153,9,3,Checking,3502.867957870509,Cash Management Services,43,8172.7975090689815,535,2,Ph.D.,Male
154,3,4,Checking,934.3862929195204,Financial Software Integration,34,8549.813367309056,629,4,High School,Male
155,3,4,Checking,3227.3215432421935,Individual Development Accounts (IDAs),42,9844.554929968821,842,0,Master's Degree,Female
156,5,3,Savings,3151.8127006770096,Peer-to-Peer (P2P) Payments,25,4256.981379595743,527,3,Bachelor's Degree,Male
157,9,2,Savings,578.7248626822579,Savings Account,35,8185.50372599286,369,4,Ph.D.,Male
158,3,4,Checking,582.5795715450689,Cryptocurrency Services,22,6208.650093659819,585,4,Ph.D.,Male
159,10,4,Checking,4343.727229443106,Debt Consolidation Loans,45,3921.0589377911065,471,1,Bachelor's Degree,Male
160,7,3,Checking,616.1014704440372,Individual Development Accounts (IDAs),25,7540.114539931002,552,2,Master's Degree,Female
161,2,4,Checking,4603.921372807232,Mobile Banking,48,4812.633801779242,429,4,Bachelor's Degree,Female
162,4,4,Savings,2796.336227748414,Credit Card,39,2308.0298633522398,587,0,Ph.D.,Male
163,6,2,Checking,4008.00272654208,Debt Consolidation Loans,40,4413.6350977668435,777,3,Bachelor's Degree,Female
164,2,4,Savings,1173.2451510058445,Mutual Funds,37,2221.347236147376,374,3,Bachelor's Degree,Male
165,6,3,Checking,3868.7825976801087,Health Savings Accounts,32,2808.84303399667,377,4,Master's Degree,Male
166,6,2,Savings,2343.6928902772565,Student Checking Accounts,24,8783.410342469182,396,0,High School,Female
167,8,3,Savings,3340.2033043193005,Personal Loan,60,2478.153339493653,644,3,Ph.D.,Male
168,2,1,Checking,4272.048368165695,Foreign Currency Accounts,53,6226.050569069925,696,1,High School,Male
169,7,2,Savings,2917.9363907470074,Business Loans,62,4259.82719828303,406,3,Ph.D.,Male
170,1,1,Checking,2466.42947117077,Personal Loan,31,9605.881709024685,399,0,High School,Female
171,9,3,Checking,1357.743754985558,Risk Assessment,31,4396.529880963458,712,4,Ph.D.,Male
172,7,3,Savings,914.6930450832939,Home Equity Lines of Credit (HELOC),41,5806.904204193987,666,4,Master's Degree,Male
173,4,2,Checking,4354.439271708208,Financial Advisory,25,9961.596193069061,716,0,High School,Female
174,10,5,Savings,3055.436677206158,Safe Deposit Boxes,52,8792.55094269291,566,0,Bachelor's Degree,Male
175,7,5,Savings,2445.8562436115058,Home Equity Lines of Credit (HELOC),24,9581.878704040915,416,3,High School,Male
176,6,1,Checking,1566.9937425650276,Mobile Banking,27,6954.3849620168785,366,1,High School,Male
177,10,1,Savings,4122.3674975977065,Documentary Collections,29,9592.939073248817,642,0,Ph.D.,Male
178,9,5,Savings,3269.3438935905965,Checking Account,58,4772.3364076515845,490,4,Master's Degree,Female
179,7,2,Checking,735.3630298257694,Credit Card,58,9862.432547911621,446,2,Master's Degree,Female
180,1,4,Checking,4887.483442823912,Personal Financial Management Tools,56,5110.023864892339,800,2,Ph.D.,Male
181,9,5,Checking,3258.778615591749,Online Bill Payment,55,4375.989067215832,503,4,High School,Female
182,8,1,Savings,4510.678525933328,Online Bill Payment,52,9170.804521896924,304,2,High School,Female
183,6,2,Checking,3855.8496424666887,Mobile Banking,61,4514.564717116376,452,2,Bachelor's Degree,Male
184,2,1,Savings,3558.582461552409,Currency Exchange,63,5092.590899185221,360,3,Bachelor's Degree,Male
185,4,3,Checking,857.0226975029818,Green Banking Initiatives,21,8149.854786888588,697,0,Master's Degree,Female
186,1,2,Savings,1394.9721908396905,Trust and Estate Planning Services,37,3424.4242806190036,621,0,Master's Degree,Male
187,4,1,Checking,2481.659050954743,Internet Banking,37,5670.538273094854,806,1,High School,Male
188,2,2,Checking,2053.4294498710965,Home Equity Lines of Credit (HELOC),19,3794.198374027199,733,2,Master's Degree,Female
189,4,4,Checking,3959.725857968016,Risk Assessment,58,2796.3765133823877,439,2,High School,Female
190,8,2,Savings,3551.823752883566,Auto Loan,48,5830.896728823118,343,0,Bachelor's Degree,Female
191,8,1,Savings,1112.1931535005583,Debt Consolidation Loans,55,9425.99753821245,673,0,Master's Degree,Female
192,2,2,Savings,2890.3650117850093,Lines of Credit,40,3913.417838143671,672,0,High School,Male
193,1,4,Savings,1787.7157441088593,Documentary Collections,33,7434.927422266539,692,3,High School,Female
194,5,2,Checking,2941.9432183097515,Individual Development Accounts (IDAs),53,8278.489423610754,671,2,High School,Female
195,1,3,Checking,3936.809226329395,Safe Deposit Boxes,56,5283.565613582261,627,3,High School,Male
196,10,5,Checking,702.1187960964234,Retirement Accounts,33,5332.321918181733,470,2,High School,Female
197,8,2,Checking,837.1898144637714,Brokerage Account,53,5422.183076325452,478,4,Master's Degree,Female
198,3,1,Savings,2197.528764893665,Checking Account,51,8752.72279918686,838,0,Ph.D.,Female
199,3,4,Checking,1559.86874304926,Cryptocurrency Services,25,5461.284550316281,735,0,High School,Female
200,3,4,Checking,4185.051095686807,Flexible Spending Accounts (FSAs),43,8204.908360148107,355,3,High School,Male
201,10,3,Checking,1272.780282796497,Wealth Management,39,7210.534936032193,580,0,Bachelor's Degree,Female
202,1,5,Checking,2972.5353283843256,Foreign Currency Accounts,24,2929.54610967237,733,1,High School,Female
203,10,2,Savings,2686.397563128533,Custodial Services,24,7166.843089120791,556,4,Ph.D.,Male
204,2,4,Checking,1067.3664782427782,Custodial Services,28,2004.7778384368034,654,0,Ph.D.,Female
205,4,3,Savings,1412.8496861860242,Retirement Accounts,20,8340.164241696439,754,3,Ph.D.,Female
206,3,5,Savings,2970.638563910913,ATM Fee Reimbursement,45,5144.542437410373,760,2,Bachelor's Degree,Female
207,5,1,Checking,2231.0986652311876,Online Bill Payment,21,8782.64100500517,791,3,Ph.D.,Male
208,6,5,Savings,4311.81822385876,Certificate of Deposit (CD),23,8452.175035986074,313,2,High School,Male
209,1,1,Checking,1330.3909472219962,Custodial Services,55,8446.47178095244,468,3,Master's Degree,Female
210,7,2,Checking,1887.8165165564455,Virtual Account Management,46,2607.1376975682615,568,1,Master's Degree,Male
211,9,1,Savings,4679.778226120142,ATM Services,18,8091.7496970445345,395,0,Bachelor's Degree,Female
212,8,4,Savings,1217.6600670788123,Documentary Collections,25,2721.4902779011973,591,3,High School,Female
213,1,3,Checking,4109.103529114998,Personal Loan,41,8488.39607441084,572,0,Master's Degree,Female
214,1,4,Checking,2674.1742546389,Risk Assessment,23,4179.929668656952,499,3,Ph.D.,Female
215,6,4,Savings,2477.0957265300403,Business Loans,20,7244.118693678453,764,4,Ph.D.,Female
216,5,1,Savings,3482.219726581604,Custodial Services,19,4802.409391396356,538,2,Ph.D.,Male
217,9,4,Checking,1678.9176894546933,Virtual Account Management,42,4648.076343079789,820,0,Bachelor's Degree,Female
218,8,4,Savings,1062.7141190468074,Student Checking Accounts,43,9086.37312206298,373,3,Master's Degree,Male
219,1,2,Savings,1225.2273641496824,Lines of Credit,53,2580.9405334942658,683,4,High School,Female
220,4,1,Savings,1626.292686141732,Health Savings Accounts,58,4554.507670067413,668,1,High School,Male
221,2,5,Checking,2652.0199219500614,Overdraft Protection,52,9676.855094857616,804,3,Bachelor's Degree,Female
222,1,4,Checking,3993.3694975164976,Real Estate Financing Consultation,60,4354.147289646593,730,1,Master's Degree,Male
223,3,3,Checking,1220.663010599805,Fraud Protection Services,42,2014.5308261061334,543,3,High School,Female
224,1,3,Checking,1683.2692518691883,Wire Transfers,36,5225.74561906925,367,3,Master's Degree,Male
225,1,5,Savings,3724.496807723855,Electronic Funds Transfer,25,2632.6290459437846,691,4,Ph.D.,Female
226,8,1,Savings,3710.4669608976383,Currency and Coin Services,58,8386.406930486155,516,3,Bachelor's Degree,Female
227,7,4,Savings,1129.855637950455,Mutual Funds,42,9234.55816942513,335,0,High School,Male
228,2,3,Checking,2014.9816467821665,Mobile Banking,49,5239.913028019263,757,3,Master's Degree,Female
229,5,2,Savings,3618.300778834349,Currency Exchange,56,6007.994952868237,782,4,High School,Male
230,8,1,Savings,775.7979873717347,Cryptocurrency Services,56,6065.806249211972,518,0,High School,Female
231,6,5,Checking,1860.533458043953,Wealth Management,34,4015.9228680746946,806,4,Bachelor's Degree,Male
232,4,5,Checking,3527.7695558049836,Documentary Collections,36,7538.923171988165,300,4,Ph.D.,Female
233,3,2,Savings,4235.926537491117,Certificate of Deposit (CD),44,5146.162667821461,384,0,Bachelor's Degree,Female
234,10,1,Checking,2959.7879063413084,Fraud Protection Services,27,2985.6969147208447,443,0,High School,Male
235,8,5,Savings,2333.4838866200334,Cryptocurrency Services,55,3126.5996170834487,533,3,Master's Degree,Male
236,1,4,Checking,2088.6199169396614,Wire Transfers,29,7434.907698425811,818,4,Bachelor's Degree,Male
237,9,1,Savings,3633.6752880615563,Merchant Services,46,8663.10584771687,808,0,Ph.D.,Female
238,3,3,Checking,4492.637601199055,Internet Banking,58,3190.0836363178114,521,3,Bachelor's Degree,Female
239,10,1,Checking,809.9423819871051,ATM Fee Reimbursement,33,9743.592606019456,320,0,Bachelor's Degree,Female
240,2,1,Savings,4962.912497586994,Financial Workshops and Seminars,28,3066.500311339044,333,3,High School,Male
241,4,3,Checking,2659.135025933941,Mortgage,50,2889.927441518763,701,0,Master's Degree,Male
242,8,1,Savings,4379.582552932161,Auto Loan,48,3178.452182856238,551,3,Bachelor's Degree,Female
243,10,4,Savings,4698.8921087986555,Travel Insurance,52,7227.071406390657,478,1,Ph.D.,Female
244,5,2,Savings,2181.642546120085,Retirement Accounts,46,4599.496454106642,385,1,Master's Degree,Male
245,1,2,Savings,4424.725989874265,Foreign Currency Accounts,48,7411.65850007017,798,1,Bachelor's Degree,Female
246,9,1,Savings,4275.795683554937,Flexible Spending Accounts (FSAs),28,5565.709675835506,411,4,High School,Female
247,9,1,Checking,4630.336829784972,Mobile Wallets,42,5647.304741772652,320,0,Ph.D.,Male
248,7,5,Checking,4262.605375937945,Cryptocurrency Services,56,9518.860749696421,806,4,Bachelor's Degree,Male
249,10,5,Checking,2680.6746675850122,Customer Rewards Programs,23,3765.623599932391,673,0,Bachelor's Degree,Female
250,8,5,Savings,1117.1415196630296,Overdraft Protection,43,6506.833264660246,813,0,High School,Male
251,8,1,Checking,2351.6913934141776,Business Line of Credit,63,3709.329150628426,781,0,Ph.D.,Female
252,10,3,Savings,4848.48636953836,Foreign Currency Accounts,64,8745.061182442449,634,4,Bachelor's Degree,Male
253,5,1,Checking,1953.942498008756,Overdraft Protection,19,8108.442538459581,660,1,High School,Female
254,9,1,Checking,2276.5979969475047,ATM Services,61,5596.9489435164005,712,0,Ph.D.,Female
255,3,3,Checking,2472.5349640051454,Financial Advisory,53,5227.661972877229,399,3,High School,Male
256,9,3,Checking,3528.262205145134,Credit Card,49,3814.444350333644,448,1,High School,Male
257,6,3,Savings,2050.7463344181497,Overdraft Protection,55,3257.798497284308,760,1,Bachelor's Degree,Male
258,7,2,Savings,2669.7578274397997,Prepaid Cards,43,4537.412836415982,315,1,Master's Degree,Male
259,3,3,Savings,1111.8603965987295,Business Accounts,50,5492.7542934399,700,4,High School,Male
260,10,1,Checking,4430.479353510558,Ethical Investing Solutions,54,2823.4763706237204,583,0,Ph.D.,Male
261,1,3,Checking,4749.9829225519015,Automated Investment Services (Robo-Advisors),47,6686.5714741193015,387,1,Master's Degree,Male
262,5,3,Savings,3483.155867619343,Checking Account,19,8497.544822039437,512,4,Ph.D.,Female
263,9,3,Savings,2777.2575976458406,Health Savings Accounts,37,3373.010656108132,770,0,Bachelor's Degree,Male
264,9,2,Savings,2387.831416255882,Financial Education and Counseling,33,6241.69496767103,448,4,High School,Male
265,7,4,Savings,2300.7042966991085,Small Business Services,47,7311.269690631084,791,4,Ph.D.,Female
266,7,2,Savings,3476.0914042714858,Trust and Estate Planning Services,32,7008.062881737518,601,0,Master's Degree,Male
